qid,relation_id,relation_labels
Q37211,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'place of burial', 'location', 'named after', 'depicts', 'category combines topics', 'headquarters location', 'has part(s)', 'facet of', 'indigenous to', ""category's main topic"", 'studies', 'replaced by', 'contains the administrative territorial entity', 'shares border with', 'located in/on physical feature', 'main subject', 'capital of', 'item for this sense', 'applies to jurisdiction', 'country of citizenship', 'location of creation', 'territory overlaps'])","dict_values(['P19', 'P20', 'P131', 'P119', 'P276', 'P138', 'P180', 'P971', 'P159', 'P527', 'P1269', 'P2341', 'P301', 'P2578', 'P1366', 'P150', 'P47', 'P706', 'P921', 'P1376', 'P5137', 'P1001', 'P27', 'P1071', 'P3179'])"
Q426284,dict_keys([]),dict_values([])
Q283146,"dict_keys(['named after', 'doctoral student', 'student', 'main subject'])","dict_values(['P138', 'P185', 'P802', 'P921'])"
Q216934,"dict_keys(['performer', 'cast member', ""category's main topic"", 'template has topic', 'lyrics by'])","dict_values(['P175', 'P161', 'P301', 'P1423', 'P676'])"
Q1124975,"dict_keys(['author', 'doctoral advisor', 'influenced by', 'doctoral student', 'main subject', 'after a work by'])","dict_values(['P50', 'P184', 'P737', 'P185', 'P921', 'P1877'])"
Q560573,"dict_keys(['main subject', 'named after', ""category's main topic"", 'student of'])","dict_values(['P921', 'P138', 'P301', 'P1066'])"
Q202628,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of death', 'headquarters location', 'location', 'capital', 'location of formation', 'shares border with', 'filming location', 'twinned administrative body', 'main subject', 'named after', 'work location', 'place of burial', 'category combines topics', 'location of creation', ""category's main topic""])","dict_values(['P19', 'P131', 'P20', 'P159', 'P276', 'P36', 'P740', 'P47', 'P915', 'P190', 'P921', 'P138', 'P937', 'P119', 'P971', 'P1071', 'P301'])"
Q152672,"dict_keys(['has part(s)', ""category's main topic"", 'main subject', 'inspired by'])","dict_values(['P527', 'P301', 'P921', 'P941'])"
Q858,"dict_keys(['country of origin', 'country', 'main subject', 'part of', 'narrative location', 'filming location', 'has part(s)', 'diplomatic relation', 'commemorates', 'residence', 'located in/on physical feature', 'participant', 'depicts', 'endemic to', 'location of discovery', 'basin country', 'location', 'work location', ""category's main topic"", 'subclass of', 'allegiance', 'category combines topics', 'indigenous to', 'operating area', 'place of detention', 'via', 'interested in', 'item for this sense', 'permanent duplicated item', 'designated as terrorist by', 'located in the present-day administrative territorial entity', 'country of registry', 'applies to jurisdiction', 'ratified by', 'permanent resident of', 'demonym of', 'location of creation', ""Wikimedia portal's main topic"", 'facet of', 'licensed to broadcast to', 'territory claimed by', 'capital of', 'country for sport', 'destination point', 'used by', 'different from', 'signatory', 'country of citizenship', 'place of birth', 'place of death', 'shares border with', 'ancestral home', 'field of work', 'commissioned by', 'founded by', 'place of burial', 'owned by', 'publisher', 'located in the administrative territorial entity', 'operator', 'named after', 'contains the administrative territorial entity', 'ethnic group', 'headquarters location'])","dict_values(['P495', 'P17', 'P921', 'P361', 'P840', 'P915', 'P527', 'P530', 'P547', 'P551', 'P706', 'P710', 'P180', 'P183', 'P189', 'P205', 'P276', 'P937', 'P301', 'P279', 'P945', 'P971', 'P2341', 'P2541', 'P2632', 'P2825', 'P2650', 'P5137', 'P2959', 'P3461', 'P3842', 'P8047', 'P1001', 'P6193', 'P5389', 'P6271', 'P1071', 'P1204', 'P1269', 'P1408', 'P1336', 'P1376', 'P1532', 'P1444', 'P1535', 'P1889', 'P1891', 'P27', 'P19', 'P20', 'P47', 'P66', 'P101', 'P88', 'P112', 'P119', 'P127', 'P123', 'P131', 'P137', 'P138', 'P150', 'P172', 'P159'])"
Q7758357,dict_keys([]),dict_values([])
Q488745,dict_keys([]),dict_values([])
Q183504,"dict_keys(['field of work', 'genre', 'subclass of', ""category's main topic"", 'main subject', 'facet of'])","dict_values(['P101', 'P136', 'P279', 'P301', 'P921', 'P1269'])"
Q700772,"dict_keys(['member of political party', 'named after', 'facet of', 'participant in', 'different from'])","dict_values(['P102', 'P138', 'P1269', 'P1344', 'P1889'])"
Q1575991,"dict_keys(['part of', 'different from', 'follows'])","dict_values(['P361', 'P1889', 'P155'])"
Q6267017,"dict_keys(['producer', 'participant'])","dict_values(['P162', 'P710'])"
Q3490011,"dict_keys(['cast member', 'performer', 'composer', 'producer', 'has part(s)', 'category combines topics', 'template has topic', 'winner', ""category's main topic""])","dict_values(['P161', 'P175', 'P86', 'P162', 'P527', 'P971', 'P1423', 'P1346', 'P301'])"
Q1148079,dict_keys([]),dict_values([])
Q522107,"dict_keys(['founded by', 'named after', 'depicts', 'main subject'])","dict_values(['P112', 'P138', 'P180', 'P921'])"
Q2596218,dict_keys([]),dict_values([])
Q3990883,"dict_keys(['genre', 'category combines topics'])","dict_values(['P136', 'P971'])"
Q5297342,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q495138,dict_keys([]),dict_values([])
Q10498919,dict_keys([]),dict_values([])
Q19162208,dict_keys([]),dict_values([])
Q2038082,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of publication', ""category's main topic""])","dict_values(['P19', 'P131', 'P291', 'P301'])"
Q3134980,"dict_keys(['located in time zone', 'said to be the same as'])","dict_values(['P421', 'P460'])"
Q7974350,dict_keys([]),dict_values([])
Q335631,"dict_keys(['father', 'child', 'sibling', 'spouse'])","dict_values(['P22', 'P40', 'P3373', 'P26'])"
Q16082077,dict_keys([]),dict_values([])
Q256620,"dict_keys(['part of', 'followed by', 'follows'])","dict_values(['P361', 'P156', 'P155'])"
Q270948,"dict_keys(['genre', 'subclass of', 'field of work', ""category's main topic"", 'part of the series'])","dict_values(['P136', 'P279', 'P101', 'P301', 'P179'])"
Q13561632,dict_keys([]),dict_values([])
Q7527745,"dict_keys(['father', 'spouse', 'child'])","dict_values(['P22', 'P26', 'P40'])"
Q3504049,dict_keys(['has part(s)']),dict_values(['P527'])
Q7096982,dict_keys([]),dict_values([])
Q594478,dict_keys([]),dict_values([])
Q2337471,dict_keys([]),dict_values([])
Q4808543,dict_keys([]),dict_values([])
Q5547157,dict_keys(['sibling']),dict_values(['P3373'])
Q2316733,dict_keys([]),dict_values([])
Q3282461,"dict_keys(['part of', 'has part(s)'])","dict_values(['P361', 'P527'])"
Q16800962,dict_keys([]),dict_values([])
Q16208815,dict_keys([]),dict_values([])
Q208850,"dict_keys(['game mode', 'genre', ""category's main topic"", 'game mechanics', 'item for this sense', 'does not have part', 'opposite of', 'input method'])","dict_values(['P404', 'P136', 'P301', 'P4151', 'P5137', 'P3113', 'P461', 'P479'])"
Q4798061,dict_keys(['author']),dict_values(['P50'])
Q17146017,dict_keys(['performer']),dict_values(['P175'])
Q7752464,"dict_keys(['edition or translation of', 'notable work'])","dict_values(['P629', 'P800'])"
Q34660,"dict_keys(['author', 'mother', 'cast member', 'spouse', 'creator', 'child', 'screenwriter', 'named after', 'owned by', 'producer', 'winner', 'influenced by', 'said to be the same as', 'different from', 'signatory', 'significant person', 'Wikidata property example', 'main subject', 'facet of', 'after a work by', 'depicts', 'executive producer', 'category combines topics', 'inspired by', ""category's main topic"", 'participant'])","dict_values(['P50', 'P25', 'P161', 'P26', 'P170', 'P40', 'P58', 'P138', 'P127', 'P162', 'P1346', 'P737', 'P460', 'P1889', 'P1891', 'P3342', 'P1855', 'P921', 'P1269', 'P1877', 'P180', 'P1431', 'P971', 'P941', 'P301', 'P710'])"
Q7807059,dict_keys([]),dict_values([])
Q16844612,dict_keys([]),dict_values([])
Q578109,"dict_keys(['occupation', 'instance of', 'field of work', 'position held', 'is a list of', 'main subject', 'category combines topics', 'used by', 'members have occupation', 'item for this sense', 'subclass of', ""category's main topic""])","dict_values(['P106', 'P31', 'P101', 'P39', 'P360', 'P921', 'P971', 'P1535', 'P3989', 'P5137', 'P279', 'P301'])"
Q295589,"dict_keys(['author', 'main subject', 'after a work by', 'template has topic', 'director', 'screenwriter', ""category's main topic"", 'category combines topics'])","dict_values(['P50', 'P921', 'P1877', 'P1423', 'P57', 'P58', 'P301', 'P971'])"
Q6228990,dict_keys([]),dict_values([])
Q6896750,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q3494286,dict_keys(['part of the series']),dict_values(['P179'])
Q12966187,dict_keys([]),dict_values([])
Q580909,dict_keys([]),dict_values([])
Q1088087,dict_keys([]),dict_values([])
Q4658755,dict_keys([]),dict_values([])
Q2424225,dict_keys([]),dict_values([])
Q369747,"dict_keys(['genre', ""category's main topic"", 'category combines topics', 'field of work', 'is a list of', 'subclass of', 'main subject'])","dict_values(['P136', 'P301', 'P971', 'P101', 'P360', 'P279', 'P921'])"
Q15979501,dict_keys(['category combines topics']),dict_values(['P971'])
Q1189009,"dict_keys(['cast member', 'voice actor'])","dict_values(['P161', 'P725'])"
Q9687,"dict_keys(['cause of death', 'place of death', 'instance of', 'field of work', 'subclass of', 'depicts', ""category's main topic"", 'significant event', 'cause of destruction', 'has cause', 'main subject', 'part of', 'has part(s)', 'commemorates', 'category combines topics', 'associated hazard', 'facet of', 'has effect', 'medical condition', 'convicted of', 'contributing factor of', 'different from', 'item for this sense', 'category contains'])","dict_values(['P509', 'P20', 'P31', 'P101', 'P279', 'P180', 'P301', 'P793', 'P770', 'P828', 'P921', 'P361', 'P527', 'P547', 'P971', 'P3335', 'P1269', 'P1542', 'P1050', 'P1399', 'P1537', 'P1889', 'P5137', 'P4224'])"
Q6318203,dict_keys([]),dict_values([])
Q2355014,"dict_keys(['father', 'officeholder', 'main subject', 'relative'])","dict_values(['P22', 'P1308', 'P921', 'P1038'])"
Q1948065,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q1054574,"dict_keys(['composer', 'genre', 'item for this sense', 'subclass of', ""category's main topic"", 'category combines topics', 'facet of'])","dict_values(['P86', 'P136', 'P5137', 'P279', 'P301', 'P971', 'P1269'])"
Q2604466,dict_keys([]),dict_values([])
Q1355121,"dict_keys(['father', 'spouse', 'significant person'])","dict_values(['P22', 'P26', 'P3342'])"
Q7797372,dict_keys([]),dict_values([])
Q7819135,dict_keys([]),dict_values([])
Q2087602,dict_keys(['present in work']),dict_values(['P1441'])
Q6214176,dict_keys([]),dict_values([])
Q5466747,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q4542215,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q226730,"dict_keys(['instance of', 'genre', 'influenced by', 'interested in', 'main subject', 'time period', 'facet of', 'category combines topics', 'different from', 'product or material produced', 'form of creative work', 'item for this sense', 'original language of film or TV show', 'field of this occupation', 'opposite of', 'subclass of', ""category's main topic"", 'field of work', 'composer', 'followed by'])","dict_values(['P31', 'P136', 'P737', 'P2650', 'P921', 'P2348', 'P1269', 'P971', 'P1889', 'P1056', 'P7937', 'P5137', 'P364', 'P425', 'P461', 'P279', 'P301', 'P101', 'P86', 'P156'])"
Q5919381,"dict_keys(['father', 'spouse', 'child', 'main subject'])","dict_values(['P22', 'P26', 'P40', 'P921'])"
Q656276,dict_keys(['composer']),dict_values(['P86'])
Q3071,"dict_keys(['field of work', 'movement', 'genre', 'subclass of', ""category's main topic"", 'item for this sense', 'influenced by', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'different from', 'interested in', 'template has topic', 'named after', 'performer'])","dict_values(['P101', 'P135', 'P136', 'P279', 'P301', 'P5137', 'P737', 'P921', 'P971', 'P1204', 'P1889', 'P2650', 'P1423', 'P138', 'P175'])"
Q5302560,dict_keys(['main subject']),dict_values(['P921'])
Q15501719,dict_keys(['has part(s)']),dict_values(['P527'])
Q530294,"dict_keys(['follows', 'derivative work', 'followed by'])","dict_values(['P155', 'P4969', 'P156'])"
Q1952071,"dict_keys(['followed by', 'has part(s)', 'different from'])","dict_values(['P156', 'P527', 'P1889'])"
Q16217283,dict_keys([]),dict_values([])
Q380272,"dict_keys(['director', 'father', 'spouse', 'screenwriter', 'composer', 'founded by', 'cast member', 'producer', 'performer', 'category combines topics', 'executive producer'])","dict_values(['P57', 'P22', 'P26', 'P58', 'P86', 'P112', 'P161', 'P162', 'P175', 'P971', 'P1431'])"
Q3749192,dict_keys([]),dict_values([])
Q11788,"dict_keys(['item for this sense', 'field of work', 'named after', 'headquarters location', 'parent taxon', 'depicts', 'subclass of', ""category's main topic"", 'found in taxon', 'main subject', 'product or material produced', 'category combines topics', 'natural product of taxon', 'different from', 'is an individual of taxon', 'interested in'])","dict_values(['P5137', 'P101', 'P138', 'P159', 'P171', 'P180', 'P279', 'P301', 'P703', 'P921', 'P1056', 'P971', 'P1582', 'P1889', 'P10241', 'P2650'])"
Q207953,"dict_keys(['mother', 'spouse', 'child', 'owned by', 'depicts', 'named after', 'characters', 'main subject', 'sibling', 'relative'])","dict_values(['P25', 'P26', 'P40', 'P127', 'P180', 'P138', 'P674', 'P921', 'P3373', 'P1038'])"
Q12199,"dict_keys(['instance of', 'cause of death', 'depicts', 'said to be the same as', 'subclass of', 'genetic association', ""category's main topic"", 'has cause', 'field of work', 'main subject', 'has part(s)', 'commemorates', 'named after', 'item for this sense', 'risk factor', 'medical condition treated', 'interested in', 'permanent duplicated item', 'category combines topics', 'medical condition', 'facet of', 'has effect', 'Wikidata property example'])","dict_values(['P31', 'P509', 'P180', 'P460', 'P279', 'P2293', 'P301', 'P828', 'P101', 'P921', 'P527', 'P547', 'P138', 'P5137', 'P5642', 'P2175', 'P2650', 'P2959', 'P971', 'P1050', 'P1269', 'P1542', 'P1855'])"
Q357663,"dict_keys(['publisher', 'developer'])","dict_values(['P123', 'P178'])"
Q16150702,"dict_keys(['part of', 'different from', 'contains'])","dict_values(['P361', 'P1889', 'P4330'])"
Q4968078,"dict_keys(['production company', 'represented by'])","dict_values(['P272', 'P1875'])"
Q1506831,"dict_keys(['author', 'spouse', 'director', 'screenwriter', 'librettist', 'named after', 'producer', 'presenter', 'category combines topics'])","dict_values(['P50', 'P26', 'P57', 'P58', 'P87', 'P138', 'P162', 'P371', 'P971'])"
Q438503,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'field of work', 'facet of'])","dict_values(['P136', 'P279', 'P301', 'P101', 'P1269'])"
Q3233924,"dict_keys(['record label', 'employer', 'depicts', 'category combines topics', 'has subsidiary', 'different from', 'parent organization'])","dict_values(['P264', 'P108', 'P180', 'P971', 'P355', 'P1889', 'P749'])"
Q682452,"dict_keys(['part of', 'has part(s)', 'commemorates', 'conflict', 'significant event'])","dict_values(['P361', 'P527', 'P547', 'P607', 'P793'])"
Q6767880,dict_keys([]),dict_values([])
Q525,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'has part(s)', 'instance of', 'field of work', 'powered by', 'based on', 'source of energy', 'location', ""category's main topic"", 'made from material', 'item for this sense', 'child astronomical body', 'has cause', 'narrative location', 'main subject', 'facet of', 'category combines topics', 'inspired by', 'fictional analog of', 'template has topic', 'Wikidata property example', 'destination point', 'has contributing factor', 'represents', 'home world', 'different from', 'domain of saint or deity', 'uses', 'permanent duplicated item', 'has pattern', 'model item'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P527', 'P31', 'P101', 'P516', 'P144', 'P618', 'P276', 'P301', 'P186', 'P5137', 'P398', 'P828', 'P840', 'P921', 'P1269', 'P971', 'P941', 'P1074', 'P1423', 'P1855', 'P1444', 'P1479', 'P1268', 'P1165', 'P1889', 'P2925', 'P2283', 'P2959', 'P5422', 'P5869'])"
