qid,target_relation,questions,relation_id,relation_labels
Q6396,P17,which country is lake neusiedl in,"dict_keys(['located in or next to body of water', 'named after', 'location', ""category's main topic"", 'lowest point', 'part of', 'main subject', 'mouth of the watercourse', 'category combines topics'])","dict_values(['P206', 'P138', 'P276', 'P301', 'P1589', 'P361', 'P921', 'P403', 'P971'])"
Q966565,P509,how did tex ritter die,"dict_keys(['father', 'cast member', 'spouse', 'composer', 'performer', 'lyrics by', 'different from'])","dict_values(['P22', 'P161', 'P26', 'P86', 'P175', 'P676', 'P1889'])"
Q226730,P136,what is a silent film?,"dict_keys(['original language of film or TV show', 'instance of', 'field of this occupation', 'opposite of', 'genre', 'different from', 'influenced by', 'main subject', 'category combines topics', 'product or material produced', 'facet of', 'time period', 'interested in', 'subclass of', ""category's main topic"", 'field of work', 'composer', 'form of creative work', 'item for this sense', 'followed by'])","dict_values(['P364', 'P31', 'P425', 'P461', 'P136', 'P1889', 'P737', 'P921', 'P971', 'P1056', 'P1269', 'P2348', 'P2650', 'P279', 'P301', 'P101', 'P86', 'P7937', 'P5137', 'P156'])"
Q3565642,P170,what tv program is created by walt disney television,"dict_keys(['employer', 'owned by', 'creator', 'production company', 'has subsidiary', 'distributed by', 'parent organization', 'owner of', 'different from'])","dict_values(['P108', 'P127', 'P170', 'P272', 'P355', 'P750', 'P749', 'P1830', 'P1889'])"
Q673758,P136,what genre does artist arkonarussia perform,"dict_keys(['performer', ""category's main topic"", 'template has topic'])","dict_values(['P175', 'P301', 'P1423'])"
Q530583,P58,who wrote the movie rembrandt,dict_keys([]),dict_values([])
Q3273610,P495,Which country is the film bittersweet memories from,dict_keys([]),dict_values([])
Q49097,P607,who was involved in the 1948 palestine war,"dict_keys(['part of', 'conflict', 'commemorates', 'has part(s)', 'said to be the same as', 'significant event', 'main subject', 'category combines topics', 'participant in', 'facet of'])","dict_values(['P361', 'P607', 'P547', 'P527', 'P460', 'P793', 'P921', 'P971', 'P1344', 'P1269'])"
Q2086913,P421,what village is located in north american central time zone,"dict_keys(['part of', 'located in time zone'])","dict_values(['P361', 'P421'])"
Q4832911,P172,Which people does azriel graeber identify with,dict_keys([]),dict_values([])
Q8059676,P136,What type of book is ysabel,"dict_keys(['follows', 'notable work'])","dict_values(['P155', 'P800'])"
Q1212920,P170,Who is the artist from the artwork flagellation of christ,dict_keys([]),dict_values([])
Q4941162,P21,which gender is galima bukharbaeva,dict_keys(['spouse']),dict_values(['P26'])
Q16059124,P27,david bowman claims nationality from which nation?,dict_keys(['named after']),dict_values(['P138'])
Q689883,P413,what position does daniel pavlovic play in football,dict_keys([]),dict_values([])
Q37073,P136,Name a pop music album.,"dict_keys(['has part(s)', 'part of', 'field of work', 'radio format', 'said to be the same as', 'field of this occupation', 'member of', 'opposite of', 'genre', 'subclass of', 'movement', 'occupation', 'main subject', 'influenced by', 'interested in', 'category combines topics', 'inspired by', 'item for this sense', 'instrument', 'facet of', 'template has topic', 'different from', ""category's main topic"", 'based on'])","dict_values(['P527', 'P361', 'P101', 'P415', 'P460', 'P425', 'P463', 'P461', 'P136', 'P279', 'P135', 'P106', 'P921', 'P737', 'P2650', 'P971', 'P941', 'P5137', 'P1303', 'P1269', 'P1423', 'P1889', 'P301', 'P144'])"
Q7772050,P495,which country released the vanishing shadow,dict_keys([]),dict_values([])
Q2272293,P136,what music does thebigsir play?,"dict_keys(['has part(s)', 'lyrics by'])","dict_values(['P527', 'P676'])"
Q1424368,P136,"which genre of music does a mark, a mission, a brand, a scar belong to?","dict_keys(['follows', 'followed by', 'part of'])","dict_values(['P155', 'P156', 'P361'])"
Q8877,P162,which film did steven spielberg produce,"dict_keys(['director', 'father', 'spouse', 'child', 'cast member', 'named after', 'founded by', 'executive producer', 'Wikidata property example', 'producer', 'screenwriter', 'owned by', 'creator', 'main subject', 'influenced by', 'facet of', 'collection', 'designed by', ""category's main topic"", 'director of photography', 'category combines topics', 'winner', 'film editor', 'godparent', 'template has topic', 'production designer', 'sibling'])","dict_values(['P57', 'P22', 'P26', 'P40', 'P161', 'P138', 'P112', 'P1431', 'P1855', 'P162', 'P58', 'P127', 'P170', 'P921', 'P737', 'P1269', 'P195', 'P287', 'P301', 'P344', 'P971', 'P1346', 'P1040', 'P1290', 'P1423', 'P2554', 'P3373'])"
Q5105960,P106,"is chris brandt a cartoonist, a social worker, or a musician","dict_keys(['director', 'participant'])","dict_values(['P57', 'P710'])"
Q11629,P170,who is an artist known for painting,"dict_keys(['depicts', 'subclass of', 'instance of', 'made from material', 'business division', ""category's main topic"", 'is a list of', 'part of', 'has use', 'field of work', 'field of this occupation', 'industry', 'facet of', 'fabrication method', 'main subject', 'notable work', 'academic major', 'influenced by', 'significant event', 'category combines topics', ""Wikimedia portal's main topic"", 'uses', 'interested in', 'studies', 'has part(s)', 'direction', 'research intervention', 'item for this sense', 'used by', 'different from', 'category contains', 'genre', 'field of usage', 'predicate for', 'is metaclass for', 'award received', 'creator', 'occupation', 'movement'])","dict_values(['P180', 'P279', 'P31', 'P186', 'P199', 'P301', 'P360', 'P361', 'P366', 'P101', 'P425', 'P452', 'P1269', 'P2079', 'P921', 'P800', 'P812', 'P737', 'P793', 'P971', 'P1204', 'P2283', 'P2650', 'P2578', 'P527', 'P560', 'P4844', 'P5137', 'P1535', 'P1889', 'P4224', 'P136', 'P9488', 'P9970', 'P8225', 'P166', 'P170', 'P106', 'P135'])"
Q708422,P27,which country is john rimmer from,dict_keys(['winner']),dict_values(['P1346'])
Q316756,P162,what is a work produced by jay baruchel,"dict_keys(['director', 'screenwriter', 'cast member', 'performer', 'voice actor'])","dict_values(['P57', 'P58', 'P161', 'P175', 'P725'])"
Q49767,P21,What gender is Francois-Rene De Chateaubriand?,"dict_keys(['child', 'spouse', 'author', 'named after', 'depicts', 'commemorates', 'creator', 'main subject', 'officeholder', 'author of foreword', 'contributed to creative work', 'unmarried partner', ""category's main topic"", 'has part(s)', 'influenced by', 'category combines topics', 'sibling', 'relative'])","dict_values(['P40', 'P26', 'P50', 'P138', 'P180', 'P547', 'P170', 'P921', 'P1308', 'P2679', 'P3919', 'P451', 'P301', 'P527', 'P737', 'P971', 'P3373', 'P1038'])"
Q1738629,P57,which episode of the office did ken kwapis direct,"dict_keys(['spouse', 'director', 'screenwriter', 'creator', 'category combines topics'])","dict_values(['P26', 'P57', 'P58', 'P170', 'P971'])"
Q380667,P155,What's the prequel for predators (film),"dict_keys(['fictional universe described in', 'follows', 'followed by', 'has part(s)', 'present in work'])","dict_values(['P1445', 'P155', 'P156', 'P527', 'P1441'])"
Q5369,P136,whats the name of a baseball video game,"dict_keys(['depicts', 'sport', 'main subject', 'instance of', 'field of work', 'occupation', 'genre', 'named after', 'part of', 'based on', 'has use', 'field of this occupation', 'industry', 'subclass of', ""category's main topic"", 'qualifies for event', 'sports discipline competed in', 'interested in', 'item for this sense', 'category combines topics', 'facet of', 'different from', 'template has topic', 'Wikidata property example', 'used by'])","dict_values(['P180', 'P641', 'P921', 'P31', 'P101', 'P106', 'P136', 'P138', 'P361', 'P144', 'P366', 'P425', 'P452', 'P279', 'P301', 'P3085', 'P2416', 'P2650', 'P5137', 'P971', 'P1269', 'P1889', 'P1423', 'P1855', 'P1535'])"
Q571177,P136,what genre of tv is the program the count of monte cristo,dict_keys(['derivative work']),dict_values(['P4969'])
Q434167,P106,what profession is ginger fish,dict_keys([]),dict_values([])
Q126896,P344,who is the cinematographer of the film in the valley of elah?,dict_keys([]),dict_values([])
Q503963,P172,Who is of the bamar people,"dict_keys(['ethnic group', 'different from'])","dict_values(['P172', 'P1889'])"
Q5304236,P495,Where was dr. kildare goes home filmed?,dict_keys([]),dict_values([])
Q3111799,P136,what type of film is indian,"dict_keys(['country of citizenship', 'main subject'])","dict_values(['P27', 'P921'])"
Q2452582,P136,Which genre of videogame is tzar: the burden of the crown?,dict_keys([]),dict_values([])
Q912,P150,what administrative area is mali in,"dict_keys(['country', 'main subject', 'participant', 'diplomatic relation', 'residence', 'depicts', 'endemic to', 'location of discovery', 'location', 'basin country', ""category's main topic"", 'narrative location', 'filming location', 'country of origin', 'has part(s)', 'work location', 'category combines topics', 'allegiance', 'applies to jurisdiction', 'located in the present-day administrative territorial entity', 'item for this sense', 'indigenous to', 'operating area', 'permanent duplicated item', 'place of detention', 'facet of', ""Wikimedia portal's main topic"", 'replaced by', 'capital of', 'country for sport', 'ratified by', 'demonym of', 'signatory', 'different from', 'country of citizenship', 'place of birth', 'place of death', 'shares border with', 'owned by', 'founded by', 'located in the administrative territorial entity', 'operator', 'named after', 'contains the administrative territorial entity', 'headquarters location'])","dict_values(['P17', 'P921', 'P710', 'P530', 'P551', 'P180', 'P183', 'P189', 'P276', 'P205', 'P301', 'P840', 'P915', 'P495', 'P527', 'P937', 'P971', 'P945', 'P1001', 'P3842', 'P5137', 'P2341', 'P2541', 'P2959', 'P2632', 'P1269', 'P1204', 'P1366', 'P1376', 'P1532', 'P6193', 'P6271', 'P1891', 'P1889', 'P27', 'P19', 'P20', 'P47', 'P127', 'P112', 'P131', 'P137', 'P138', 'P150', 'P159'])"
Q3093019,P123,who published g-loc: air battle,dict_keys([]),dict_values([])
Q4906902,P136,Is bigger than the sky a romance or a drama,dict_keys([]),dict_values([])
Q965635,P136,which underground hip hop artist is from the bronx?,"dict_keys(['genre', 'facet of', ""category's main topic""])","dict_values(['P136', 'P1269', 'P301'])"
Q3706072,P175,who was the artist that recorded the album destruction by definition,dict_keys(['follows']),dict_values(['P155'])
Q5896848,P50,Who authored the book honor thyself?,dict_keys(['edition or translation of']),dict_values(['P629'])
Q5296442,P21,What gender is Donna Petrovich?,dict_keys([]),dict_values([])
Q2824374,P112,what organization did adi godrej found?,"dict_keys(['father', 'spouse', 'child', 'founded by', 'owned by', 'chairperson', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P112', 'P127', 'P488', 'P3373'])"
Q312137,P40,"who was richard plantagenet, 3rd duke of york's son","dict_keys(['father', 'main subject', 'spouse', 'child', 'depicts', 'characters', 'inspired by', 'officeholder', 'sibling'])","dict_values(['P22', 'P921', 'P26', 'P40', 'P180', 'P674', 'P941', 'P1308', 'P3373'])"
Q516829,P19,where in the world was jeannette batti born,"dict_keys(['spouse', 'cast member'])","dict_values(['P26', 'P161'])"
Q54264,P19,Name a person born in Newport.,"dict_keys(['item for this sense', 'place of birth', 'place of death', 'capital', 'place of burial', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'twinned administrative body', 'location', 'headquarters location', 'work location', 'narrative location', 'named after', 'residence', 'different from', 'start point', 'home port', 'filming location', 'location of formation', 'place served by transport hub', 'category combines topics', 'licensed to broadcast to', ""category's main topic"", 'place of publication', 'depicts', 'main subject', 'applies to jurisdiction'])","dict_values(['P5137', 'P19', 'P20', 'P36', 'P119', 'P131', 'P150', 'P190', 'P276', 'P159', 'P937', 'P840', 'P138', 'P551', 'P1889', 'P1427', 'P504', 'P915', 'P740', 'P931', 'P971', 'P1408', 'P301', 'P291', 'P180', 'P921', 'P1001'])"
Q207953,P40,who is elizabeth of york's daughter?,"dict_keys(['mother', 'spouse', 'child', 'depicts', 'characters', 'owned by', 'main subject', 'named after', 'sibling', 'relative'])","dict_values(['P25', 'P26', 'P40', 'P180', 'P674', 'P127', 'P921', 'P138', 'P3373', 'P1038'])"
Q16332632,P20,what country did christos parlas die in,"dict_keys(['spouse', 'cast member'])","dict_values(['P26', 'P161'])"
Q208850,P404,what is a single-player video game,"dict_keys(['game mode', 'genre', 'game mechanics', 'item for this sense', ""category's main topic"", 'does not have part', 'input method', 'opposite of'])","dict_values(['P404', 'P136', 'P4151', 'P5137', 'P301', 'P3113', 'P479', 'P461'])"
Q12858987,P136,what type of music does major lance play,"dict_keys(['performer', 'father'])","dict_values(['P175', 'P22'])"
Q2246730,P364,what language is the television show sara in?,"dict_keys(['follows', 'followed by', 'derivative work'])","dict_values(['P155', 'P156', 'P4969'])"
Q101505,P175,what is an album by deep purple,"dict_keys(['producer', 'composer', 'performer', 'cast member', 'creator', 'participant', 'member of', 'influenced by', 'main subject', 'category combines topics', ""category's main topic"", 'dedicated to', 'template has topic'])","dict_values(['P162', 'P86', 'P175', 'P161', 'P170', 'P710', 'P463', 'P737', 'P921', 'P971', 'P301', 'P825', 'P1423'])"
Q208850,P404,what's a game that has a single-player mode,"dict_keys(['game mode', 'genre', 'game mechanics', 'item for this sense', ""category's main topic"", 'does not have part', 'input method', 'opposite of'])","dict_values(['P404', 'P136', 'P4151', 'P5137', 'P301', 'P3113', 'P479', 'P461'])"
Q130232,P136,what film is a type of drama?,"dict_keys(['subclass of', 'genre', 'instance of', ""category's main topic"", 'field of work', 'composer', 'category combines topics', 'main subject', 'facet of', 'different from'])","dict_values(['P279', 'P136', 'P31', 'P301', 'P101', 'P86', 'P971', 'P921', 'P1269', 'P1889'])"
