qid,target_relation,questions,relation_id,relation_labels
Q2517672,P144,what is and then there were none adapted from,dict_keys(['derivative work']),dict_values(['P4969'])
Q428223,P175,what's the name of a robert plant album,"dict_keys(['composer', 'cast member', 'producer', 'performer', ""category's main topic"", 'characters', 'lyrics by', 'participant', 'has part(s)', 'influenced by', 'category combines topics', 'template has topic', 'significant person'])","dict_values(['P86', 'P161', 'P162', 'P175', 'P301', 'P674', 'P676', 'P710', 'P527', 'P737', 'P971', 'P1423', 'P3342'])"
Q2086913,P421,what township is in north american central time zone?,"dict_keys(['part of', 'located in time zone'])","dict_values(['P361', 'P421'])"
Q960376,P20,Where did john bigelow die?,"dict_keys(['father', 'child', 'depicts', 'main subject'])","dict_values(['P22', 'P40', 'P180', 'P921'])"
Q8093,P123,what is a game that was published by nintendo,"dict_keys(['employer', 'item for this sense', 'publisher', 'editor', 'owned by', 'creator', 'manufacturer', 'developer', 'production company', 'record label', 'distributed by', 'parent organization', 'copyright license', 'designed by', 'issued by', 'Wikidata property example', 'brand', 'main subject', 'operator', ""category's main topic"", 'category combines topics', 'different from', 'author', 'sponsor', 'template has topic', ""Wikimedia portal's main topic"", 'copyright holder', 'performer', 'winner', 'named after', 'target', 'facet of', 'organizer'])","dict_values(['P108', 'P5137', 'P123', 'P98', 'P127', 'P170', 'P176', 'P178', 'P272', 'P264', 'P750', 'P749', 'P275', 'P287', 'P2378', 'P1855', 'P1716', 'P921', 'P137', 'P301', 'P971', 'P1889', 'P50', 'P859', 'P1423', 'P1204', 'P3931', 'P175', 'P1346', 'P138', 'P533', 'P1269', 'P664'])"
Q222800,P272,Who was the production company for the film knocked up?,"dict_keys(['follows', 'notable work'])","dict_values(['P155', 'P800'])"
Q1088058,P162,who was the producer on the film enemy mine (film),"dict_keys(['notable work', 'derivative work', 'present in work'])","dict_values(['P800', 'P4969', 'P1441'])"
Q6848161,P413,what position did mike nagy play,dict_keys([]),dict_values([])
Q163829,P1303,Which English bassist is known for using a synthesizer?,"dict_keys(['instance of', 'item for this sense', 'subclass of', 'instrument', 'product or material produced', 'has use', 'part of', 'instrumentation', ""category's main topic"", 'main subject', 'field of work', 'different from', 'used by', 'genre', 'template has topic'])","dict_values(['P31', 'P5137', 'P279', 'P1303', 'P1056', 'P366', 'P361', 'P870', 'P301', 'P921', 'P101', 'P1889', 'P1535', 'P136', 'P1423'])"
Q652626,P136,What netflix genre does ned & stacey fall under?,dict_keys([]),dict_values([])
Q7595625,P84,"who was the architect of the structure st wenefredes church, bickley?",dict_keys([]),dict_values([])
Q100364,P20,where did richard euringer ultimately die,dict_keys([]),dict_values([])
Q7382448,P413,What position does rustam zakirov play?,dict_keys([]),dict_values([])
Q489440,P136,what netflix genre categorizes all about eve,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q797648,P136,what type of music is babes in toyland,"dict_keys(['cast member', 'performer', 'member of', 'category combines topics'])","dict_values(['P161', 'P175', 'P463', 'P971'])"
Q6531044,P162,what film did polly platt produce,"dict_keys(['spouse', 'mother', 'cast member', 'screenwriter', 'producer'])","dict_values(['P26', 'P25', 'P161', 'P58', 'P162'])"
Q3218836,P27,what is the nationality of lauren michelle hill?,"dict_keys(['spouse', 'cast member', 'has part(s)'])","dict_values(['P26', 'P161', 'P527'])"
Q2728781,P413,what position does simone gomes jatobá play?,dict_keys([]),dict_values([])
Q6863705,P136,what is the genre of jnc?,"dict_keys(['member of', 'different from'])","dict_values(['P463', 'P1889'])"
Q739509,P344,Who did the cinematography for the film limbo,dict_keys([]),dict_values([])
Q7232228,P136,what kind of music is portrait,dict_keys(['follows']),dict_values(['P155'])
Q83440,P136,who loves to play country music,"dict_keys(['radio format', 'has use', 'record label', 'field of work', 'subclass of', 'movement', 'genre', ""category's main topic"", 'field of this occupation', 'industry', 'influenced by', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'product or material produced', 'item for this sense', 'Wikidata property example', 'named after', 'based on', 'followed by', 'performer'])","dict_values(['P415', 'P366', 'P264', 'P101', 'P279', 'P135', 'P136', 'P301', 'P425', 'P452', 'P737', 'P921', 'P971', 'P1269', 'P1204', 'P1056', 'P5137', 'P1855', 'P138', 'P144', 'P156', 'P175'])"
Q3307979,P27,What is michael a. hoffman ii's nationality?,dict_keys([]),dict_values([])
Q3506470,P19,where was eduard deisenhofer born,dict_keys([]),dict_values([])
Q10396667,P413,What position does marawaan bantam play,dict_keys([]),dict_values([])
Q3523016,P20,where did johnson die,"dict_keys(['composer', 'performer'])","dict_values(['P86', 'P175'])"
Q275934,P136,what is a featured film by tokusatsu,"dict_keys(['instance of', 'field of work', 'genre', 'facet of', 'partially coincident with', ""category's main topic"", 'main subject'])","dict_values(['P31', 'P101', 'P136', 'P1269', 'P1382', 'P301', 'P921'])"
Q1290008,P27,Which country is marcel landers from?,dict_keys([]),dict_values([])
Q6778721,P27,what nationality si mary-jess leaverland,dict_keys(['performer']),dict_values(['P175'])
Q5365895,P413,which position does ellis hall play in football,dict_keys([]),dict_values([])
Q183504,P136,which american cartoonist is also an indie rock singer?,"dict_keys(['field of work', 'genre', 'main subject', 'facet of', 'subclass of', ""category's main topic""])","dict_values(['P101', 'P136', 'P921', 'P1269', 'P279', 'P301'])"
Q2836091,P19,Where was ali al saadi born?,dict_keys([]),dict_values([])
Q680984,P19,Who is someone that was born in bellshill,"dict_keys(['place of birth', 'contains settlement', 'location', 'headquarters location', 'place of death', 'location of formation', 'named after', 'category combines topics', ""category's main topic""])","dict_values(['P19', 'P1383', 'P276', 'P159', 'P20', 'P740', 'P138', 'P971', 'P301'])"
Q132311,P136,what is a film in the fantasy genre?,"dict_keys(['field of work', 'instance of', 'genre', 'subclass of', 'movement', ""category's main topic"", 'interested in', 'part of', 'different from', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'partially coincident with', 'item for this sense', 'field of usage', 'is metaclass for', 'named after'])","dict_values(['P101', 'P31', 'P136', 'P279', 'P135', 'P301', 'P2650', 'P361', 'P1889', 'P921', 'P971', 'P1269', 'P1204', 'P1382', 'P5137', 'P9488', 'P8225', 'P138'])"
Q132821,P509,who was murdered?,"dict_keys(['cause of death', 'place of death', 'instance of', 'category combines topics', 'manner of death', 'convicted of', 'occupation', 'significant event', 'field of work', 'participant in', 'named after', 'facet of', 'killed by', 'has cause', 'notable work', 'main subject', 'is a list of', 'field of this occupation', 'has use', 'said to be the same as', 'objective of project or action', 'category contains', 'domain of saint or deity', 'item for this sense', 'commemorates', 'depicts', 'subclass of', ""category's main topic"", 'participant', 'has effect', 'defendant', 'charge', 'predicate for', 'inscription mentions', 'exonerated of', 'different from', 'Wikidata property example', 'perpetrator'])","dict_values(['P509', 'P20', 'P31', 'P971', 'P1196', 'P1399', 'P106', 'P793', 'P101', 'P1344', 'P138', 'P1269', 'P157', 'P828', 'P800', 'P921', 'P360', 'P425', 'P366', 'P460', 'P3712', 'P4224', 'P2925', 'P5137', 'P547', 'P180', 'P279', 'P301', 'P710', 'P1542', 'P1591', 'P1595', 'P9970', 'P6568', 'P7781', 'P1889', 'P1855', 'P8031'])"
Q7079758,P27,What is ofo uhiara's nationality?,dict_keys([]),dict_values([])
Q4545957,P86,who composed the music in 100% love,dict_keys([]),dict_values([])
Q13377795,P136,name a mystery movie,"dict_keys(['said to be the same as', 'part of', 'main subject'])","dict_values(['P460', 'P361', 'P921'])"
Q753141,P136,What netflix genre is the virgin spring?,dict_keys([]),dict_values([])
Q7727941,P136,what kinds of music is the crai-eps 1993/1994,dict_keys([]),dict_values([])
Q17688,P421,what time zone is trisobbio in,"dict_keys(['place of birth', 'shares border with', 'located in the administrative territorial entity', 'contains the administrative territorial entity', ""category's main topic"", 'category combines topics', 'capital of'])","dict_values(['P19', 'P47', 'P131', 'P150', 'P301', 'P971', 'P1376'])"
Q455565,P27,what country is dirceu from,dict_keys([]),dict_values([])
Q1724208,P495,what country is the film sadhna from?,dict_keys([]),dict_values([])
Q973166,P136,What is the genre of music wilfrido vargas makes?,"dict_keys(['performer', 'influenced by'])","dict_values(['P175', 'P737'])"
Q7813970,P136,What kind of film is tokyo playboy club?,dict_keys([]),dict_values([])
Q6305419,P175,What is the name of an album by juke kartel,dict_keys(['performer']),dict_values(['P175'])
Q6766756,P19,Where was mark blandford born,dict_keys([]),dict_values([])
Q388887,P136,what genre is slash,"dict_keys(['part of', 'follows'])","dict_values(['P361', 'P155'])"
Q918784,P136,Which genre of music was created by mc solaar,"dict_keys(['spouse', 'composer', 'cast member', 'performer', 'has part(s)', 'lyrics by', 'main subject'])","dict_values(['P26', 'P86', 'P161', 'P175', 'P527', 'P676', 'P921'])"
Q5582847,P364,"What language is good night, elmer in?",dict_keys([]),dict_values([])
Q2018513,P413,what position does ernst jean-joseph play,dict_keys([]),dict_values([])
Q1533060,P272,what was one of the production companies for the movie no mercy,dict_keys([]),dict_values([])
Q1066974,P136,what type of music does charlie parker with strings play,dict_keys([]),dict_values([])
Q311900,P676,What is a song written by lyricist robby krieger?,"dict_keys(['composer', 'performer', 'lyrics by', 'cast member', 'has part(s)', 'characters'])","dict_values(['P86', 'P175', 'P676', 'P161', 'P527', 'P674'])"
Q656,P19,which screenwriter was born in saint petersburg?,"dict_keys(['country', 'place of birth', 'location of formation', 'narrative location', 'location', 'place of publication', 'terminus', 'exhibition history', 'terminus location', 'conflict', 'residence', 'country of origin', 'home port', 'filming location', 'port of registry', 'Wikidata property example', 'different from', 'indigenous to', ""category's main topic"", 'work location', 'depicts', 'twinned administrative body', 'operating area', 'location of first performance', 'connects with', 'place of detention', 'collection', 'item for this sense', 'location of sense usage', 'demonym of', 'recording location', 'category combines topics', 'main subject', 'place served by transport hub', 'applies to jurisdiction', 'conferred by', 'location of creation', ""Wikimedia portal's main topic"", 'facet of', 'primary destinations', 'winner', 'licensed to broadcast to', 'start point', 'published in', 'destination point', 'place of death', 'located in the administrative territorial entity', 'capital', 'shares border with', 'member of sports team', 'employer', 'place of burial', 'owned by', 'headquarters location', 'manufacturer', 'named after', 'contains the administrative territorial entity', 'followed by'])","dict_values(['P17', 'P19', 'P740', 'P840', 'P276', 'P291', 'P559', 'P608', 'P609', 'P607', 'P551', 'P495', 'P504', 'P915', 'P532', 'P1855', 'P1889', 'P2341', 'P301', 'P937', 'P180', 'P190', 'P2541', 'P4647', 'P2789', 'P2632', 'P195', 'P5137', 'P6084', 'P6271', 'P8546', 'P971', 'P921', 'P931', 'P1001', 'P1027', 'P1071', 'P1204', 'P1269', 'P1302', 'P1346', 'P1408', 'P1427', 'P1433', 'P1444', 'P20', 'P131', 'P36', 'P47', 'P54', 'P108', 'P119', 'P127', 'P159', 'P176', 'P138', 'P150', 'P156'])"
Q487382,P344,which film did michael seresin work on,"dict_keys(['director of photography', 'director', 'category combines topics'])","dict_values(['P344', 'P57', 'P971'])"
Q4242547,P136,what genre of film is shadow?,dict_keys(['follows']),dict_values(['P155'])
Q441352,P27,what is fabio firmani's european nationality?,dict_keys([]),dict_values([])
Q1497862,P136,middle men is what genre of film?,dict_keys(['follows']),dict_values(['P155'])
Q452281,P112,which organization was founded by lucy stone,"dict_keys(['mother', 'spouse', 'founded by', 'named after', 'depicts', 'main subject', 'commemorates', 'sibling'])","dict_values(['P25', 'P26', 'P112', 'P138', 'P180', 'P921', 'P547', 'P3373'])"
Q983789,P21,Aleksandr dmitrijev is what gender?,dict_keys([]),dict_values([])
Q38848,P136,What is the name of a heavy metal artist,"dict_keys(['has part(s)', 'instance of', 'field of work', 'genre', 'field of this occupation', 'part of', 'industry', 'record label', 'subclass of', 'influenced by', 'main subject', ""category's main topic"", 'inspired by', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'named after'])","dict_values(['P527', 'P31', 'P101', 'P136', 'P425', 'P361', 'P452', 'P264', 'P279', 'P737', 'P921', 'P301', 'P941', 'P971', 'P1269', 'P1204', 'P138'])"
Q3942684,P364,What language was spoken in run of the house,dict_keys([]),dict_values([])
Q2622292,P264,what is the label in which 1300 oslo works under,dict_keys([]),dict_values([])
Q5466755,P136,for how much longer do we tolerate mass murder? is of which musical genre?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q2657424,P1431,who produced in the name of the king 2?,dict_keys(['has part(s)']),dict_values(['P527'])
